Year,Quarter,Type_of_application,Category_of_leave,Industry,Applications
2016,2016 Q2,Visa,Temporary Worker (Previously Tier 5),Construction,1
2016,2016 Q2,Visa,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,61
2016,2016 Q2,Visa,Temporary Worker (Previously Tier 5),Transportation and Storage,1
2016,2016 Q2,Visa,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,67
2016,2016 Q2,Visa,Temporary Worker (Previously Tier 5),Information and Communications,293
2016,2016 Q2,Visa,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,3
2016,2016 Q2,Visa,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",269
2016,2016 Q2,Visa,Temporary Worker (Previously Tier 5),Administrative and support service activities,804
2016,2016 Q2,Visa,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,37
2016,2016 Q2,Visa,Temporary Worker (Previously Tier 5),Education,1520
2016,2016 Q2,Visa,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,306
2016,2016 Q2,Visa,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",9633
2016,2016 Q2,Visa,Temporary Worker (Previously Tier 5),Other Service Activities,666
2016,2016 Q2,Visa,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,20
2016,2016 Q2,Visa,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,69
2016,2016 Q2,Extensions of stay,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",6
2016,2016 Q2,Extensions of stay,Worker (Previously Tier 2),Mining and Quarrying,85
2016,2016 Q2,Extensions of stay,Worker (Previously Tier 2),Manufacturing,391
2016,2016 Q2,Extensions of stay,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",39
2016,2016 Q2,Extensions of stay,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",6
2016,2016 Q2,Extensions of stay,Worker (Previously Tier 2),Construction,91
2016,2016 Q2,Extensions of stay,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,163
2016,2016 Q2,Extensions of stay,Worker (Previously Tier 2),Transportation and Storage,56
2016,2016 Q2,Extensions of stay,Worker (Previously Tier 2),Accommodation and Food Service Activities,160
2016,2016 Q2,Extensions of stay,Worker (Previously Tier 2),Information and Communications,1461
2016,2016 Q2,Extensions of stay,Worker (Previously Tier 2),Financial and Insurance Activities,1006
2016,2016 Q2,Extensions of stay,Worker (Previously Tier 2),Real estate activities,28
2016,2016 Q2,Extensions of stay,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities",1274
2016,2016 Q2,Extensions of stay,Worker (Previously Tier 2),Administrative and support service activities,115
2016,2016 Q2,Extensions of stay,Worker (Previously Tier 2),Public administration and defence; compulsory social security,22
2016,2016 Q2,Extensions of stay,Worker (Previously Tier 2),Education,879
2016,2016 Q2,Extensions of stay,Worker (Previously Tier 2),Human Health and Social Work Activities,978
2016,2016 Q2,Extensions of stay,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",150
2016,2016 Q2,Extensions of stay,Worker (Previously Tier 2),Other Service Activities,58
2016,2016 Q2,Extensions of stay,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,1
2016,2016 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,1
2016,2016 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,1
2016,2016 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Information and Communications,5
2016,2016 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,1
2016,2016 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",8
2016,2016 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Administrative and support service activities,20
2016,2016 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,1
2016,2016 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Education,32
2016,2016 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,3
2016,2016 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",22
2016,2016 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Other Service Activities,7
2016,2016 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,26
2016,2016 Q3,Visa,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",4
2016,2016 Q3,Visa,Worker (Previously Tier 2),Mining and Quarrying,85
2016,2016 Q3,Visa,Worker (Previously Tier 2),Manufacturing,677
2016,2016 Q3,Visa,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",35
2016,2016 Q3,Visa,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",3
2016,2016 Q3,Visa,Worker (Previously Tier 2),Construction,130
2016,2016 Q3,Visa,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,276
2016,2016 Q3,Visa,Worker (Previously Tier 2),Transportation and Storage,77
2016,2016 Q3,Visa,Worker (Previously Tier 2),Accommodation and Food Service Activities,69
2016,2016 Q3,Visa,Worker (Previously Tier 2),Information and Communications,6390
2016,2016 Q3,Visa,Worker (Previously Tier 2),Financial and Insurance Activities,2021
2016,2016 Q3,Visa,Worker (Previously Tier 2),Real estate activities,39
2016,2016 Q3,Visa,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities",2759
2016,2016 Q3,Visa,Worker (Previously Tier 2),Administrative and support service activities,126
2016,2016 Q3,Visa,Worker (Previously Tier 2),Public administration and defence; compulsory social security,75
2016,2016 Q3,Visa,Worker (Previously Tier 2),Education,1001
2016,2016 Q3,Visa,Worker (Previously Tier 2),Human Health and Social Work Activities,1373
2016,2016 Q3,Visa,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",264
2016,2016 Q3,Visa,Worker (Previously Tier 2),Other Service Activities,111
2016,2016 Q3,Visa,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,1
2016,2016 Q3,Visa,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,3
2016,2016 Q3,Visa,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing",5
2016,2016 Q3,Visa,Temporary Worker (Previously Tier 5),Manufacturing,12
2016,2016 Q3,Visa,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,72
2016,2016 Q3,Visa,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,38
2016,2016 Q3,Visa,Temporary Worker (Previously Tier 5),Information and Communications,304
2016,2016 Q3,Visa,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",144
2016,2016 Q3,Visa,Temporary Worker (Previously Tier 5),Administrative and support service activities,1052
2016,2016 Q3,Visa,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,36
2016,2016 Q3,Visa,Temporary Worker (Previously Tier 5),Education,1395
2016,2016 Q3,Visa,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,489
2016,2016 Q3,Visa,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",7747
2016,2016 Q3,Visa,Temporary Worker (Previously Tier 5),Other Service Activities,691
2016,2016 Q3,Visa,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,11
2016,2016 Q3,Visa,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,77
2016,2016 Q3,Extensions of stay,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",5
2016,2016 Q3,Extensions of stay,Worker (Previously Tier 2),Mining and Quarrying,87
2016,2016 Q3,Extensions of stay,Worker (Previously Tier 2),Manufacturing,410
2016,2016 Q3,Extensions of stay,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",40
2016,2016 Q3,Extensions of stay,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",6
2016,2016 Q3,Extensions of stay,Worker (Previously Tier 2),Construction,88
2016,2016 Q3,Extensions of stay,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,189
2016,2016 Q3,Extensions of stay,Worker (Previously Tier 2),Transportation and Storage,48
2016,2016 Q3,Extensions of stay,Worker (Previously Tier 2),Accommodation and Food Service Activities,121
2016,2016 Q3,Extensions of stay,Worker (Previously Tier 2),Information and Communications,1453
2016,2016 Q3,Extensions of stay,Worker (Previously Tier 2),Financial and Insurance Activities,1317
2016,2016 Q3,Extensions of stay,Worker (Previously Tier 2),Real estate activities,32
2016,2016 Q3,Extensions of stay,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities",1680
2016,2016 Q3,Extensions of stay,Worker (Previously Tier 2),Administrative and support service activities,115
2016,2016 Q3,Extensions of stay,Worker (Previously Tier 2),Public administration and defence; compulsory social security,47
2016,2016 Q3,Extensions of stay,Worker (Previously Tier 2),Education,1291
2016,2016 Q3,Extensions of stay,Worker (Previously Tier 2),Human Health and Social Work Activities,1852
2016,2016 Q3,Extensions of stay,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",129
2016,2016 Q3,Extensions of stay,Worker (Previously Tier 2),Other Service Activities,71
2016,2016 Q3,Extensions of stay,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,2
2016,2016 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,1
2016,2016 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",15
2016,2016 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Administrative and support service activities,49
2016,2016 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Education,61
2016,2016 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,13
2016,2016 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",30
2016,2016 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Other Service Activities,11
2016,2016 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,10
2016,2016 Q4,Visa,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",4
2016,2016 Q4,Visa,Worker (Previously Tier 2),Mining and Quarrying,121
2016,2016 Q4,Visa,Worker (Previously Tier 2),Manufacturing,531
2016,2016 Q4,Visa,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",32
2016,2016 Q4,Visa,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",3
2016,2016 Q4,Visa,Worker (Previously Tier 2),Construction,102
2016,2016 Q4,Visa,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,255
2016,2016 Q4,Visa,Worker (Previously Tier 2),Transportation and Storage,94
2016,2016 Q4,Visa,Worker (Previously Tier 2),Accommodation and Food Service Activities,68
2016,2016 Q4,Visa,Worker (Previously Tier 2),Information and Communications,5293
2016,2016 Q4,Visa,Worker (Previously Tier 2),Financial and Insurance Activities,1395
2016,2016 Q4,Visa,Worker (Previously Tier 2),Real estate activities,29
2016,2016 Q4,Visa,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities",2250
2016,2016 Q4,Visa,Worker (Previously Tier 2),Administrative and support service activities,117
2016,2016 Q4,Visa,Worker (Previously Tier 2),Public administration and defence; compulsory social security,23
2016,2016 Q4,Visa,Worker (Previously Tier 2),Education,640
2016,2016 Q4,Visa,Worker (Previously Tier 2),Human Health and Social Work Activities,1375
2016,2016 Q4,Visa,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",214
2016,2016 Q4,Visa,Worker (Previously Tier 2),Other Service Activities,76
2016,2016 Q4,Visa,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,3
2016,2016 Q4,Visa,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,7
2016,2016 Q4,Visa,Temporary Worker (Previously Tier 5),Manufacturing,42
2016,2016 Q4,Visa,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,52
2016,2016 Q4,Visa,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,63
2016,2016 Q4,Visa,Temporary Worker (Previously Tier 5),Information and Communications,204
2016,2016 Q4,Visa,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,2
2016,2016 Q4,Visa,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",76
2016,2016 Q4,Visa,Temporary Worker (Previously Tier 5),Administrative and support service activities,462
2016,2016 Q4,Visa,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,12
2016,2016 Q4,Visa,Temporary Worker (Previously Tier 5),Education,1005
2016,2016 Q4,Visa,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,312
2016,2016 Q4,Visa,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",7116
2016,2016 Q4,Visa,Temporary Worker (Previously Tier 5),Other Service Activities,384
2016,2016 Q4,Visa,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,5
2016,2016 Q4,Visa,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,59
2016,2016 Q4,Extensions of stay,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",2
2016,2016 Q4,Extensions of stay,Worker (Previously Tier 2),Mining and Quarrying,82
2016,2016 Q4,Extensions of stay,Worker (Previously Tier 2),Manufacturing,502
2016,2016 Q4,Extensions of stay,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",53
2016,2016 Q4,Extensions of stay,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",4
2016,2016 Q4,Extensions of stay,Worker (Previously Tier 2),Construction,127
2016,2016 Q4,Extensions of stay,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,190
2016,2016 Q4,Extensions of stay,Worker (Previously Tier 2),Transportation and Storage,42
2016,2016 Q4,Extensions of stay,Worker (Previously Tier 2),Accommodation and Food Service Activities,141
2016,2016 Q4,Extensions of stay,Worker (Previously Tier 2),Information and Communications,1818
2016,2016 Q4,Extensions of stay,Worker (Previously Tier 2),Financial and Insurance Activities,1066
2016,2016 Q4,Extensions of stay,Worker (Previously Tier 2),Real estate activities,42
2016,2016 Q4,Extensions of stay,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities",1702
2016,2016 Q4,Extensions of stay,Worker (Previously Tier 2),Administrative and support service activities,125
2016,2016 Q4,Extensions of stay,Worker (Previously Tier 2),Public administration and defence; compulsory social security,39
2016,2016 Q4,Extensions of stay,Worker (Previously Tier 2),Education,1336
2016,2016 Q4,Extensions of stay,Worker (Previously Tier 2),Human Health and Social Work Activities,1266
2016,2016 Q4,Extensions of stay,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",168
2016,2016 Q4,Extensions of stay,Worker (Previously Tier 2),Other Service Activities,83
2016,2016 Q4,Extensions of stay,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,3
2016,2016 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Manufacturing,5
2016,2016 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,1
2016,2016 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Information and Communications,1
2016,2016 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",24
2016,2016 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Administrative and support service activities,36
2016,2016 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Education,87
2016,2016 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,3
2016,2016 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",26
2016,2016 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Other Service Activities,12
2016,2016 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,3
2016,2016 Q4,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,16
2017,2017 Q1,Visa,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",12
2017,2017 Q1,Visa,Worker (Previously Tier 2),Mining and Quarrying,147
2017,2017 Q1,Visa,Worker (Previously Tier 2),Manufacturing,644
2017,2017 Q1,Visa,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",70
2017,2017 Q1,Visa,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",2
2017,2017 Q1,Visa,Worker (Previously Tier 2),Construction,100
2017,2017 Q1,Visa,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,248
2017,2017 Q1,Visa,Worker (Previously Tier 2),Transportation and Storage,95
2017,2017 Q1,Visa,Worker (Previously Tier 2),Accommodation and Food Service Activities,65
2017,2017 Q1,Visa,Worker (Previously Tier 2),Information and Communications,5892
2017,2017 Q1,Visa,Worker (Previously Tier 2),Financial and Insurance Activities,1479
2017,2017 Q1,Visa,Worker (Previously Tier 2),Real estate activities,35
2017,2017 Q1,Visa,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities",2665
2017,2017 Q1,Visa,Worker (Previously Tier 2),Administrative and support service activities,109
2017,2017 Q1,Visa,Worker (Previously Tier 2),Public administration and defence; compulsory social security,43
2017,2017 Q1,Visa,Worker (Previously Tier 2),Education,596
2017,2017 Q1,Visa,Worker (Previously Tier 2),Human Health and Social Work Activities,1542
2017,2017 Q1,Visa,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",245
2017,2017 Q1,Visa,Worker (Previously Tier 2),Other Service Activities,86
2017,2017 Q1,Visa,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,1
2017,2017 Q1,Visa,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,14
2017,2017 Q1,Visa,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing",1
2017,2017 Q1,Visa,Temporary Worker (Previously Tier 5),Manufacturing,6
2017,2017 Q1,Visa,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,63
2017,2017 Q1,Visa,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,46
2017,2017 Q1,Visa,Temporary Worker (Previously Tier 5),Information and Communications,140
2017,2017 Q1,Visa,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,1
2017,2017 Q1,Visa,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",91
2017,2017 Q1,Visa,Temporary Worker (Previously Tier 5),Administrative and support service activities,665
2017,2017 Q1,Visa,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,27
2017,2017 Q1,Visa,Temporary Worker (Previously Tier 5),Education,752
2017,2017 Q1,Visa,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,344
2017,2017 Q1,Visa,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",6556
2017,2017 Q1,Visa,Temporary Worker (Previously Tier 5),Other Service Activities,403
2017,2017 Q1,Visa,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,9
2017,2017 Q1,Visa,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,74
2017,2017 Q1,Extensions of stay,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",5
2017,2017 Q1,Extensions of stay,Worker (Previously Tier 2),Mining and Quarrying,81
2017,2017 Q1,Extensions of stay,Worker (Previously Tier 2),Manufacturing,468
2017,2017 Q1,Extensions of stay,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",57
2017,2017 Q1,Extensions of stay,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",15
2017,2017 Q1,Extensions of stay,Worker (Previously Tier 2),Construction,105
2017,2017 Q1,Extensions of stay,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,210
2017,2017 Q1,Extensions of stay,Worker (Previously Tier 2),Transportation and Storage,63
2017,2017 Q1,Extensions of stay,Worker (Previously Tier 2),Accommodation and Food Service Activities,155
2017,2017 Q1,Extensions of stay,Worker (Previously Tier 2),Information and Communications,2122
2017,2017 Q1,Extensions of stay,Worker (Previously Tier 2),Financial and Insurance Activities,964
2017,2017 Q1,Extensions of stay,Worker (Previously Tier 2),Real estate activities,44
2017,2017 Q1,Extensions of stay,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities",1691
2017,2017 Q1,Extensions of stay,Worker (Previously Tier 2),Administrative and support service activities,169
2017,2017 Q1,Extensions of stay,Worker (Previously Tier 2),Public administration and defence; compulsory social security,37
2017,2017 Q1,Extensions of stay,Worker (Previously Tier 2),Education,1205
2017,2017 Q1,Extensions of stay,Worker (Previously Tier 2),Human Health and Social Work Activities,1350
2017,2017 Q1,Extensions of stay,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",185
2017,2017 Q1,Extensions of stay,Worker (Previously Tier 2),Other Service Activities,77
2017,2017 Q1,Extensions of stay,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,1
2017,2017 Q1,Extensions of stay,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,4
2017,2017 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,1
2017,2017 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,1
2017,2017 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",6
2017,2017 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Administrative and support service activities,38
2017,2017 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,1
2017,2017 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Education,52
2017,2017 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,3
2017,2017 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",37
2017,2017 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Other Service Activities,20
2017,2017 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,2
2017,2017 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,22
2017,2017 Q2,Visa,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",4
2017,2017 Q2,Visa,Worker (Previously Tier 2),Mining and Quarrying,146
2017,2017 Q2,Visa,Worker (Previously Tier 2),Manufacturing,701
2017,2017 Q2,Visa,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",54
2017,2017 Q2,Visa,Worker (Previously Tier 2),Construction,110
2017,2017 Q2,Visa,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,228
2017,2017 Q2,Visa,Worker (Previously Tier 2),Transportation and Storage,95
2017,2017 Q2,Visa,Worker (Previously Tier 2),Accommodation and Food Service Activities,69
2017,2017 Q2,Visa,Worker (Previously Tier 2),Information and Communications,5354
2017,2017 Q2,Visa,Worker (Previously Tier 2),Financial and Insurance Activities,1524
2017,2017 Q2,Visa,Worker (Previously Tier 2),Real estate activities,35
2017,2017 Q2,Visa,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities",2135
2017,2017 Q2,Visa,Worker (Previously Tier 2),Administrative and support service activities,175
2017,2017 Q2,Visa,Worker (Previously Tier 2),Public administration and defence; compulsory social security,35
2017,2017 Q2,Visa,Worker (Previously Tier 2),Education,602
2017,2017 Q2,Visa,Worker (Previously Tier 2),Human Health and Social Work Activities,1244
2017,2017 Q2,Visa,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",274
2017,2017 Q2,Visa,Worker (Previously Tier 2),Other Service Activities,86
2017,2017 Q2,Visa,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,1
2017,2017 Q2,Visa,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,5
2017,2017 Q2,Visa,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing",4
2017,2017 Q2,Visa,Temporary Worker (Previously Tier 5),Manufacturing,21
2017,2017 Q2,Visa,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,110
2017,2017 Q2,Visa,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,70
2017,2017 Q2,Visa,Temporary Worker (Previously Tier 5),Information and Communications,224
2017,2017 Q2,Visa,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,2
2017,2017 Q2,Visa,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",297
2017,2017 Q2,Visa,Temporary Worker (Previously Tier 5),Administrative and support service activities,984
2017,2017 Q2,Visa,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,39
2017,2017 Q2,Visa,Temporary Worker (Previously Tier 5),Education,1503
2017,2017 Q2,Visa,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,307
2017,2017 Q2,Visa,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",9598
2017,2017 Q2,Visa,Temporary Worker (Previously Tier 5),Other Service Activities,611
2017,2017 Q2,Visa,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,4
2017,2017 Q2,Visa,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,92
2017,2017 Q2,Extensions of stay,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",2
2017,2017 Q2,Extensions of stay,Worker (Previously Tier 2),Mining and Quarrying,55
2017,2017 Q2,Extensions of stay,Worker (Previously Tier 2),Manufacturing,304
2017,2017 Q2,Extensions of stay,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",28
2017,2017 Q2,Extensions of stay,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",8
2017,2017 Q2,Extensions of stay,Worker (Previously Tier 2),Construction,69
2017,2017 Q2,Extensions of stay,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,134
2017,2017 Q2,Extensions of stay,Worker (Previously Tier 2),Transportation and Storage,51
2017,2017 Q2,Extensions of stay,Worker (Previously Tier 2),Accommodation and Food Service Activities,109
2017,2017 Q2,Extensions of stay,Worker (Previously Tier 2),Information and Communications,1436
2017,2017 Q2,Extensions of stay,Worker (Previously Tier 2),Financial and Insurance Activities,916
2017,2017 Q2,Extensions of stay,Worker (Previously Tier 2),Real estate activities,32
2017,2017 Q2,Extensions of stay,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities",1115
2017,2017 Q2,Extensions of stay,Worker (Previously Tier 2),Administrative and support service activities,105
2017,2017 Q2,Extensions of stay,Worker (Previously Tier 2),Public administration and defence; compulsory social security,21
2017,2017 Q2,Extensions of stay,Worker (Previously Tier 2),Education,940
2017,2017 Q2,Extensions of stay,Worker (Previously Tier 2),Human Health and Social Work Activities,1135
2017,2017 Q2,Extensions of stay,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",132
2017,2017 Q2,Extensions of stay,Worker (Previously Tier 2),Other Service Activities,70
2017,2017 Q2,Extensions of stay,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,1
2017,2017 Q2,Extensions of stay,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,1
2017,2017 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Manufacturing,1
2017,2017 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,1
2017,2017 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Information and Communications,1
2017,2017 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",11
2017,2017 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Administrative and support service activities,10
